0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
"1, 0, Key_signature, -1, ""major"""
1, 0, Tempo, 477000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 62, 96
1, 113, Note_on_c, 0, 62, 0
1, 120, Note_on_c, 0, 62, 96
1, 233, Note_on_c, 0, 62, 0
1, 240, Note_on_c, 0, 74, 96
1, 359, Note_on_c, 0, 74, 0
1, 480, Note_on_c, 0, 69, 96
1, 599, Note_on_c, 0, 69, 0
1, 840, Note_on_c, 0, 68, 96
1, 953, Note_on_c, 0, 68, 0
1, 1080, Note_on_c, 0, 67, 96
1, 1193, Note_on_c, 0, 67, 0
1, 1320, Note_on_c, 0, 65, 96
1, 1547, Note_on_c, 0, 65, 0
1, 1560, Note_on_c, 0, 62, 96
1, 1673, Note_on_c, 0, 62, 0
1, 1680, Note_on_c, 0, 65, 96
1, 1793, Note_on_c, 0, 65, 0
1, 1800, Note_on_c, 0, 67, 96
1, 1913, Note_on_c, 0, 67, 0
1, 1920, Note_on_c, 0, 60, 96
1, 2033, Note_on_c, 0, 60, 0
1, 2040, Note_on_c, 0, 60, 96
1, 2153, Note_on_c, 0, 60, 0
1, 2160, Note_on_c, 0, 74, 96
1, 2279, Note_on_c, 0, 74, 0
1, 2400, Note_on_c, 0, 69, 96
1, 2519, Note_on_c, 0, 69, 0
1, 2760, Note_on_c, 0, 68, 96
1, 2873, Note_on_c, 0, 68, 0
1, 3000, Note_on_c, 0, 67, 96
1, 3113, Note_on_c, 0, 67, 0
1, 3240, Note_on_c, 0, 65, 96
1, 3467, Note_on_c, 0, 65, 0
1, 3480, Note_on_c, 0, 62, 96
1, 3593, Note_on_c, 0, 62, 0
1, 3600, Note_on_c, 0, 65, 96
1, 3713, Note_on_c, 0, 65, 0
1, 3720, Note_on_c, 0, 67, 96
1, 3833, Note_on_c, 0, 67, 0
1, 3840, Note_on_c, 0, 59, 96
1, 3953, Note_on_c, 0, 59, 0
1, 3960, Note_on_c, 0, 59, 96
1, 4073, Note_on_c, 0, 59, 0
1, 4080, Note_on_c, 0, 74, 96
1, 4199, Note_on_c, 0, 74, 0
1, 4320, Note_on_c, 0, 69, 96
1, 4439, Note_on_c, 0, 69, 0
1, 4680, Note_on_c, 0, 68, 96
1, 4793, Note_on_c, 0, 68, 0
1, 4920, Note_on_c, 0, 67, 96
1, 5033, Note_on_c, 0, 67, 0
1, 5160, Note_on_c, 0, 65, 96
1, 5387, Note_on_c, 0, 65, 0
1, 5400, Note_on_c, 0, 62, 96
1, 5513, Note_on_c, 0, 62, 0
1, 5520, Note_on_c, 0, 65, 96
1, 5633, Note_on_c, 0, 65, 0
1, 5640, Note_on_c, 0, 67, 96
1, 5753, Note_on_c, 0, 67, 0
1, 5760, Note_on_c, 0, 58, 96
1, 5873, Note_on_c, 0, 58, 0
1, 5880, Note_on_c, 0, 58, 96
1, 5993, Note_on_c, 0, 58, 0
1, 6000, Note_on_c, 0, 74, 96
1, 6119, Note_on_c, 0, 74, 0
1, 6240, Note_on_c, 0, 69, 96
1, 6359, Note_on_c, 0, 69, 0
1, 6600, Note_on_c, 0, 68, 96
1, 6713, Note_on_c, 0, 68, 0
1, 6840, Note_on_c, 0, 67, 96
1, 6953, Note_on_c, 0, 67, 0
1, 7080, Note_on_c, 0, 65, 96
1, 7307, Note_on_c, 0, 65, 0
1, 7320, Note_on_c, 0, 62, 96
1, 7433, Note_on_c, 0, 62, 0
1, 7440, Note_on_c, 0, 65, 96
1, 7553, Note_on_c, 0, 65, 0
1, 7560, Note_on_c, 0, 67, 96
1, 7673, Note_on_c, 0, 67, 0
1, 7680, Note_on_c, 0, 62, 96
1, 7793, Note_on_c, 0, 62, 0
1, 7800, Note_on_c, 0, 62, 96
1, 7800, Note_on_c, 0, 62, 0
1, 7800, Note_on_c, 0, 62, 96
1, 7920, Note_on_c, 0, 74, 96
1, 8039, Note_on_c, 0, 74, 0
1, 8160, Note_on_c, 0, 69, 96
1, 8279, Note_on_c, 0, 69, 0
1, 8520, Note_on_c, 0, 68, 96
1, 8633, Note_on_c, 0, 68, 0
1, 8760, Note_on_c, 0, 67, 96
1, 8873, Note_on_c, 0, 67, 0
1, 9000, Note_on_c, 0, 65, 96
1, 9167, Note_on_c, 0, 62, 0
1, 9227, Note_on_c, 0, 65, 0
1, 9240, Note_on_c, 0, 62, 96
1, 9353, Note_on_c, 0, 62, 0
1, 9360, Note_on_c, 0, 65, 96
1, 9473, Note_on_c, 0, 65, 0
1, 9480, Note_on_c, 0, 67, 96
1, 9593, Note_on_c, 0, 67, 0
1, 9600, Note_on_c, 0, 60, 96
1, 9713, Note_on_c, 0, 60, 0
1, 9720, Note_on_c, 0, 60, 96
1, 9833, Note_on_c, 0, 60, 0
1, 9840, Note_on_c, 0, 74, 96
1, 9959, Note_on_c, 0, 74, 0
1, 10080, Note_on_c, 0, 69, 96
1, 10199, Note_on_c, 0, 69, 0
1, 10440, Note_on_c, 0, 68, 96
1, 10553, Note_on_c, 0, 68, 0
1, 10680, Note_on_c, 0, 67, 96
1, 10793, Note_on_c, 0, 67, 0
1, 10920, Note_on_c, 0, 65, 96
1, 11147, Note_on_c, 0, 65, 0
1, 11160, Note_on_c, 0, 62, 96
1, 11273, Note_on_c, 0, 62, 0
1, 11280, Note_on_c, 0, 65, 96
1, 11393, Note_on_c, 0, 65, 0
1, 11400, Note_on_c, 0, 67, 96
1, 11513, Note_on_c, 0, 67, 0
1, 11520, Note_on_c, 0, 59, 96
1, 11633, Note_on_c, 0, 59, 0
1, 11640, Note_on_c, 0, 59, 96
1, 11753, Note_on_c, 0, 59, 0
